genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Acinetobacter,baumannii,SRR3227007,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3217405,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170783,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131224,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3131209,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170256,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3159168,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3152497,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3152508,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3170780,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3133106,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170254,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131222,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3137574,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3170254,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3152508,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3223913,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,TISSUE,USA,
Acinetobacter,baumannii,SRR3224237,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170776,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3223913,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,TISSUE,USA,
Acinetobacter,baumannii,SRR2911726,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,25824815,sterile tissue of foot,USA,
Acinetobacter,baumannii,SRR3224236,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3131209,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170780,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3228544,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3223479,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3217267,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3227028,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3228544,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3224989,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3223482,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,<=,1.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3131238,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170776,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3227028,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3228549,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3131154,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131154,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131209,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3228491,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3131170,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Warwound,USA,
Acinetobacter,baumannii,SRR3170784,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170784,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3159168,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3170780,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3133106,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170262,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3217405,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170261,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,,USA,
Acinetobacter,baumannii,SRR3223481,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3224237,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170785,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131223,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3137574,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131224,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3218399,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3224801,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3228537,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,STERILE BODY SITE,USA,
Acinetobacter,baumannii,SRR3170255,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170780,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3222486,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3131209,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3223164,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3225244,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170788,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3222491,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3133105,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Urine,USA,
Acinetobacter,baumannii,SRR3137574,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170779,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR2075900,Susceptible,CAZ,,8.0,mg/L,Broth dilution,,CLSI,2013,26195261,Feces,Sweden,
Acinetobacter,baumannii,SRR3197603,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR3131208,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170785,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3217406,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3133105,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Urine,USA,
Acinetobacter,baumannii,SRR3170267,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Sterile Fluid,USA,
Acinetobacter,baumannii,SRR3224801,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3151888,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131208,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3223924,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3152508,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170262,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3133103,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3133105,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Urine,USA,
Acinetobacter,baumannii,SRR3152503,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131212,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3151888,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3228561,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3227030,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3225044,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3217272,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,STERILE BODY SITE,USA,
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131230,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3224993,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3170603,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3228491,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3170587,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,=,2.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3170774,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3242034,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,TISSUE,USA,
Acinetobacter,baumannii,SRR3170256,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3137574,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3224236,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170774,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3223164,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3133103,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Body Site,USA,
Acinetobacter,baumannii,SRR3170267,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Sterile Fluid,USA,
Acinetobacter,baumannii,SRR3133106,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131230,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3170261,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,,USA,
Acinetobacter,baumannii,SRR3217272,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,STERILE BODY SITE,USA,
Acinetobacter,baumannii,SRR3170779,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3223161,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,URINE,USA,
Acinetobacter,baumannii,SRR3224989,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3222486,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170776,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3224240,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,URINE,USA,
Acinetobacter,baumannii,SRR3218399,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3223161,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,URINE,USA,
Acinetobacter,baumannii,SRR3170781,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3152506,Susceptible,CAZ,=,2.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3225048,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3131222,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3197603,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Respiratory,USA,
Acinetobacter,baumannii,SRR3227030,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3131212,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3225048,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170788,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3131170,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Warwound,USA,
Acinetobacter,baumannii,SRR3170242,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Tissue,USA,
Acinetobacter,baumannii,SRR3170774,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3137575,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3225241,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3133106,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3151889,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3217267,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3152502,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170774,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3224240,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,URINE,USA,
Acinetobacter,baumannii,SRR3131215,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3152503,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170610,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3225042,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170783,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170587,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3228561,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3225236,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3152495,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3151888,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3131215,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170781,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170785,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131209,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3152497,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3170256,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3228549,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170779,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Surveillance,USA,
Acinetobacter,baumannii,SRR3131223,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,MicroScan,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,<=,2.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3225236,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3131208,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3224993,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,RESPIRATORY,USA,
Acinetobacter,baumannii,SRR3225233,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3225230,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170236,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,VITEK 2,CLSI,2013,,Wound,USA,
Acinetobacter,baumannii,SRR3170788,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3225042,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
Acinetobacter,baumannii,SRR3170788,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,Blood,USA,
Acinetobacter,baumannii,SRR3228537,Susceptible,CAZ,=,4.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,STERILE BODY SITE,USA,
Acinetobacter,baumannii,SRR3222491,Susceptible,CAZ,=,8.0,mg/L,Broth dilution,BD Phoenix,CLSI,2013,,WOUND,USA,
